word,IPA
සුත්‍රවල,s u t̪ ‍ r ʌ ʋ ʌ l ə
සුත්‍රවලට,s u t̪ ‍ r ʌ ʋ ʌ l ʌ ʈ ə
සුත්‍රා,s u t̪ ‍ r
සුත්‍රාකාර,s u t̪ ‍ r aː k aː r ə
සුත්‍රාවසානයේ,s u t̪ ‍ r aː ʋ ʌ s aː n̪ ʌ j eː
සුත්‍රීන්,s u t̪ ‍ r iː n̪
සුත්‍රීහු,s u t̪ ‍ r iː h u
සුත්ලෙජ්,s u t̪ l e ʤ
සුත්වා,s u t̪ ʋ a
සුත්වාත්ව,s u t̪ ʋ a t̪ ʋ ə
සුද,s u d̪ ə
සුදකැපේ,s u d̪ ʌ k æ p eː
සුදකි,s u d̪ ʌ k i
සුදකුල,s u d̪ ʌ k u l ə
සුදක්,s u d̪ ʌ k
සුදක්ෂිනකර,s u d̪ ʌ k ʂ i n̪ ʌ k ʌ r ə
සුදගල,s u d̪ ʌ ɡ ʌ l ə
සුදට,s u d̪ ʌ ʈ ə
සුදටත්,s u d̪ ʌ ʈ ʌ t̪
සුදතුම්,s u d̪ ʌ t̪ u m
සුදත්,s u d̪ ʌ t̪
සුදත්ට,s u d̪ ʌ t̪ ʈ ə
සුදත්ත,s u d̪ ʌ t̪ t̪ ə
සුදත්තයන්,s u d̪ ʌ t̪ t̪ ʌ j ʌ n̪
සුදත්තයන්ගෙන්,s u d̪ ʌ t̪ t̪ ʌ j ʌ n̪ ɡ e n̪
සුදත්තයන්ගේ,s u d̪ ʌ t̪ t̪ ʌ j ʌ n̪ ɡ eː
සුදත්තයෝ,s u d̪ ʌ t̪ t̪ ʌ j oː
සුදධ,s u d̪ ʌ d̪ʱ ə
සුදධි,s u d̪ ʌ d̪ʱ i
සුදධික,s u d̪ ʌ d̪ʱ i k ə
සුදන,s u d̪ ʌ n̪ ə
සුදනකු,s u d̪ ʌ n̪ ʌ k u
සුදනන්,s u d̪ ʌ n̪ ʌ n̪
සුදනන්ගේ,s u d̪ ʌ n̪ ʌ n̪ ɡ eː
සුදනන්ට,s u d̪ ʌ n̪ ʌ n̪ ʈ ə
සුදනමිණ,s u d̪ ʌ n̪ ʌ m i ɳ ə
සුදනා,s u d̪ ʌ n̪
සුදනුන්,s u d̪ ʌ n̪ u n̪
සුදනෙතන,s u d̪ ʌ n̪ e t̪ ʌ n̪ ə
සුදනෙනි,s u d̪ ʌ n̪ e n̪ i
සුදනෝ,s u d̪ ʌ n̪ oː
සුදන්ත,s u d̪ ʌ n̪ t̪ ə
සුදන්දිර,s u d̪ ʌ n̪ d̪ i r ə
සුදන්දිරන්,s u d̪ ʌ n̪ d̪ i r ʌ n̪
සුදප්පු,s u d̪ ʌ p p u
සුදප්පුගෙ,s u d̪ ʌ p p u ɡ e
සුදප්පුගේ,s u d̪ ʌ p p u ɡ eː
සුදප්පුට,s u d̪ ʌ p p u ʈ ə
සුදප්පුලගෙ,s u d̪ ʌ p p u l ʌ ɡ e
සුදප්පුලා,s u d̪ ʌ p p u l
සුදප්පුලාගෙ,s u d̪ ʌ p p u l aː ɡ e
සුදප්පුලාගේ,s u d̪ ʌ p p u l aː ɡ eː
සුදප්පුලාට,s u d̪ ʌ p p u l aː ʈ ə
සුදප්පුවට,s u d̪ ʌ p p u ʋ ʌ ʈ ə
සුදප්පුවලගෙ,s u d̪ ʌ p p u ʋ ʌ l ʌ ɡ e
සුදම,s u d̪ ʌ m ə
සුදමා,s u d̪ ʌ m
සුදම්,s u d̪ ʌ m
සුදම්කුමාර,s u d̪ ʌ m k u m aː r ə
සුදම්පාය,s u d̪ ʌ m p aː j ə
සුදම්ම,s u d̪ ʌ m m ə
සුදය,s u d̪ ʌ j ə
සුදර්ඔලී,s u d̪ ʌ r o l iː
සුදර්ම,s u d̪ ʌ r m ə
සුදර්මනි,s u d̪ ʌ r m ʌ n̪ i
සුදර්මන්,s u d̪ ʌ r m ʌ n̪
සුදර්මා,s u d̪ ʌ r m
සුදර්මාකර,s u d̪ ʌ r m aː k ʌ r ə
සුදර්මාරාම,s u d̪ ʌ r m aː r aː m ə
සුදර්මාරාමය,s u d̪ ʌ r m aː r aː m ʌ j ə
සුදර්මාරාමයේ,s u d̪ ʌ r m aː r aː m ʌ j eː
සුදර්මාරාමාධිපති,s u d̪ ʌ r m aː r aː m aː d̪ʱ i p ʌ t̪ i
සුදර්ශණ,s u d̪ ʌ r ʃ ʌ ɳ ə
සුදර්ශණාත්,s u d̪ ʌ r ʃ ʌ ɳ aː t̪
සුදර්ශණී,s u d̪ ʌ r ʃ ʌ ɳ iː
සුදර්ශන,s u d̪ ʌ r ʃ ʌ n̪ ə
සුදර්ශනගම,s u d̪ ʌ r ʃ ʌ n̪ ʌ ɡ ʌ m ə
සුදර්ශනම්,s u d̪ ʌ r ʃ ʌ n̪ ʌ m
සුදර්ශනශෛලබිම්බාරාමය,s u d̪ ʌ r ʃ ʌ n̪ ʌ ʃ ʌ ෛ l ʌ b i m b aː r aː m ʌ j ə
සුදර්ශනා,s u d̪ ʌ r ʃ ʌ n̪
සුදර්ශනාරාම,s u d̪ ʌ r ʃ ʌ n̪ aː r aː m ə
සුදර්ශනාරාමය,s u d̪ ʌ r ʃ ʌ n̪ aː r aː m ʌ j ə
සුදර්ශනාරාමයට,s u d̪ ʌ r ʃ ʌ n̪ aː r aː m ʌ j ʌ ʈ ə
සුදර්‍ශනාරාමයෙහි,s u d̪ ʌ r ‍ ʃ ʌ n̪ aː r aː m ʌ j e h i
සුදර්ශනාරාමයේ,s u d̪ ʌ r ʃ ʌ n̪ aː r aː m ʌ j eː
සුදර්ශනාරාමාධිපතිව,s u d̪ ʌ r ʃ ʌ n̪ aː r aː m aː d̪ʱ i p ʌ t̪ i ʋ ə
සුදර්ශනී,s u d̪ ʌ r ʃ ʌ n̪ iː
සුදර්ශන්,s u d̪ ʌ r ʃ ʌ n̪
සුදර්ශි,s u d̪ ʌ r ʃ i
සුදර්ශිකා,s u d̪ ʌ r ʃ i k
සුදර්ශී,s u d̪ ʌ r ʃ iː
සුදලිය,s u d̪ ʌ l i j ə
සුදලියේ,s u d̪ ʌ l i j eː
සුදවිනා,s u d̪ ʌ ʋ i n̪
සුදවිල,s u d̪ ʌ ʋ i l ə
සුදසිංහ,s u d̪ ʌ s i h ə
සුදසිනා,s u d̪ ʌ s i n̪
සුදසු,s u d̪ ʌ s u
සුදස්ස,s u d̪ ʌ s s ə
සුදස්සන,s u d̪ ʌ s s ʌ n̪ ə
සුදස්සනානන්ද,s u d̪ ʌ s s ʌ n̪ aː n̪ ʌ n̪ d̪ ə
සුදස්සනාරාම,s u d̪ ʌ s s ʌ n̪ aː r aː m ə
සුදස්සය,s u d̪ ʌ s s ʌ j ə
සුදස්සයන්ට,s u d̪ ʌ s s ʌ j ʌ n̪ ʈ ə
සුදස්සි,s u d̪ ʌ s s i
සුදස්සින්නක්කර,s u d̪ ʌ s s i n̪ n̪ ʌ k k ʌ r ə
සුදස්සී,s u d̪ ʌ s s iː
සුදස්සීන්ට,s u d̪ ʌ s s iː n̪ ʈ ə
සුදස්සීය,s u d̪ ʌ s s iː j ə
සුදහ,s u d̪ ʌ h ə
සුදහගින්න,s u d̪ ʌ h ʌ ɡ i n̪ n̪ ə
සුදා,s u d̪
සුදාකඛතො,s u d̪ aː k ʌ kʰ ʌ t̪ o
සුදාකබතො,s u d̪ aː k ʌ b ʌ t̪ o
සුදාගේත්,s u d̪ aː ɡ eː t̪
සුදාත්,s u d̪ aː t̪
සුදාන,s u d̪ aː n̪ ə
සුදානම,s u d̪ aː n̪ ʌ m ə
සුදානමක,s u d̪ aː n̪ ʌ m ʌ k ə
සුදානමකින්,s u d̪ aː n̪ ʌ m ʌ k i n̪
සුදානමක්,s u d̪ aː n̪ ʌ m ʌ k
සුදානමත්,s u d̪ aː n̪ ʌ m ʌ t̪
සුදානමින්,s u d̪ aː n̪ ʌ m i n̪
සුදානම්,s u d̪ aː n̪ ʌ m
සුදානම්කර,s u d̪ aː n̪ ʌ m k ʌ r ə
සුදානම්ය,s u d̪ aː n̪ ʌ m j ə
සුදානම්ව,s u d̪ aː n̪ ʌ m ʋ ə
සුදානම්වන,s u d̪ aː n̪ ʌ m ʋ ʌ n̪ ə
සුදානම්වීම,s u d̪ aː n̪ ʌ m ʋ iː m ə
සුදාන්ත,s u d̪ aː n̪ t̪ ə
සුදාම්,s u d̪ aː m
සුදාලිය,s u d̪ aː l i j ə
සුදාලියේ,s u d̪ aː l i j eː
සුදාව,s u d̪ aː ʋ ə
සුදිට්,s u d̪ i ʈ
සුදිට්ඨි,s u d̪ i ʈ ʈʰ i
සුදිද,s u d̪ i d̪ ə
සුදිනන,s u d̪ i n̪ ʌ n̪ ə
සුදින්න,s u d̪ i n̪ n̪ ə
සුදින්නගෙන්,s u d̪ i n̪ n̪ ʌ ɡ e n̪
සුදින්නගේ,s u d̪ i n̪ n̪ ʌ ɡ eː
සුදින්නට,s u d̪ i n̪ n̪ ʌ ʈ ə
සුදින්නබණවරේ,s u d̪ i n̪ n̪ ʌ b ʌ ɳ ʌ ʋ ʌ r eː
සුදින්නය,s u d̪ i n̪ n̪ ʌ j ə
සුදියා,s u d̪ i j
සුදිලෙන්නා,s u d̪ i l e n̪ n̪
සුදිලෙන්නේ,s u d̪ i l e n̪ n̪ eː
සුදිලෙයි,s u d̪ i l e j i
සුදිලේ,s u d̪ i l eː
සුදිලේවී,s u d̪ i l eː ʋ iː
සුදිළෙන,s u d̪ i ɭ e n̪ ə
සුදීප,s u d̪ iː p ə
සුදීපා,s u d̪ iː p
සුදීපාට,s u d̪ iː p aː ʈ ə
සුදීප්ත,s u d̪ iː p t̪ ə
සුදීප්තිමත්,s u d̪ iː p t̪ i m ʌ t̪
සුදීර්,s u d̪ iː r
සුදුඅලියෙකුගේ,s u d̪ u ʌ l i j e k u ɡ eː
සුදුඇතිරිලි,s u d̪ u æ t̪ i r i l i
සුදුකන්ද,s u d̪ u k ʌ n̪ d̪ ə
සුදුකර,s u d̪ u k ʌ r ə
සුදුකාරයකුගේ,s u d̪ u k aː r ʌ j ʌ k u ɡ eː
සුදුකැකුළු,s u d̪ u k æ k u ɭ u
සුදුකෙස්,s u d̪ u k e s
සුදුකොඩි,s u d̪ u k o ɖ i
සුදුකොහු,s u d̪ u k o h u
සුදුගැහැණුන්,s u d̪ u ɡ æ h æ ɳ u n̪
සුදුතල,s u d̪ u t̪ ʌ l ə
සුදුත්,s u d̪ u t̪
සුදුද,s u d̪ u d̪ ə
සුදුදුකම්,s u d̪ u d̪ u k ʌ m
සුදුදුරු,s u d̪ u d̪ u r u
සුදුනම්,s u d̪ u n̪ ʌ m
සුදුනෙළුම්,s u d̪ u n̪ e ɭ u m
සුදුනෙළුම්පුර,s u d̪ u n̪ e ɭ u m p u r ə
සුදුනොවු,s u d̪ u n̪ o ʋ u
සුදුපාට,s u d̪ u p aː ʈ ə
සුදුපාටද,s u d̪ u p aː ʈ ʌ d̪ ə
සුදුපාටය,s u d̪ u p aː ʈ ʌ j ə
සුදුපාටයයි,s u d̪ u p aː ʈ ʌ j ʌ j i
සුදුපාටයි,s u d̪ u p aː ʈ ʌ j i
සුදුපාටවීමත්,s u d̪ u p aː ʈ ʌ ʋ iː m ʌ t̪
සුදුපාටින්,s u d̪ u p aː ʈ i n̪
සුදුපාන්ය,s u d̪ u p aː n̪ j ə
සුදුපැහැ,s u d̪ u p æ h æ
සුදුපැහැය,s u d̪ u p æ h æ j ə
සුදුපැහැයෙන්,s u d̪ u p æ h æ j e n̪
සුදුපියුමක්,s u d̪ u p i j u m ʌ k
සුදුපිරියම්,s u d̪ u p i r i j ʌ m
සුදුපිළි,s u d̪ u p i ɭ i
සුදුපිළියෙන්,s u d̪ u p i ɭ i j e n̪
සුදුපුතාව,s u d̪ u p u t̪ aː ʋ ə
සුදුපෙණ,s u d̪ u p e ɳ ə
සුදුබණ්ඩා,s u d̪ u b ʌ ɳ ɖ
සුදුබතක්,s u d̪ u b ʌ t̪ ʌ k
සුදුබත්,s u d̪ u b ʌ t̪
සුදුම,s u d̪ u m ə
සුදුමදය,s u d̪ u m ʌ d̪ ʌ j ə
සුදුමලින්,s u d̪ u m ʌ l i n̪
සුදුමල්,s u d̪ u m ʌ l
සුදුමහත්තයාගේ,s u d̪ u m ʌ h ʌ t̪ t̪ ʌ j aː ɡ eː
සුදුමාමා,s u d̪ u m aː m
සුදුමැටි,s u d̪ u m æ ʈ i
සුදුමැණිකෙටයි,s u d̪ u m æ ɳ i k e ʈ ʌ j i
සුදුමැණිකෙත්,s u d̪ u m æ ɳ i k e t̪
සුදුමැණිකේ,s u d̪ u m æ ɳ i k eː
සුදුමැණිකේත්,s u d̪ u m æ ɳ i k eː t̪
සුදුමැලිය,s u d̪ u m æ l i j ə
සුදුමැලියි,s u d̪ u m æ l i j i
සුදුමැලි–රෝස,s u d̪ u m æ l i – r oː s ə
සුදුමැලිව,s u d̪ u m æ l i ʋ ə
සුදුමැලිවී,s u d̪ u m æ l i ʋ iː
සුදුමැලිවීමද,s u d̪ u m æ l i ʋ iː m ʌ d̪ ə
සුදුමැලිවෙලා,s u d̪ u m æ l i ʋ e l
සුදුමැළි,s u d̪ u m æ ɭ i
සුදුමැළිවෙලා,s u d̪ u m æ ɭ i ʋ e l
සුදුමුදු,s u d̪ u m u d̪ u
සුදුමූදු,s u d̪ u m uː d̪ u
සුදුය,s u d̪ u j ə
සුදුයි,s u d̪ u j i
සුදුරැස්,s u d̪ u r æ s
සුදුරිදී,s u d̪ u r i d̪ iː
සුදුරු,s u d̪ u r u
සුදුරූකඩ,s u d̪ u r uː k ʌ ɖ ə
සුදුරෙන්,s u d̪ u r e n̪
සුදුරෝස,s u d̪ u r oː s ə
සුදුර්,s u d̪ u r
සුදුර්ලභ,s u d̪ u r l ʌ bʱ ə
සුදුලැබේ,s u d̪ u l æ b eː
සුදුලුණු,s u d̪ u l u ɳ u
සුදුලුනු,s u d̪ u l u n̪ u
සුදුලූණු,s u d̪ u l uː ɳ u
සුදුලූනු,s u d̪ u l uː n̪ u
සුදුලේන්සු,s u d̪ u l eː n̪ s u
සුදුල්ලභ,s u d̪ u l l ʌ bʱ ə
සුදුවට,s u d̪ u ʋ ʌ ʈ ə
සුදුවතින්,s u d̪ u ʋ ʌ t̪ i n̪
සුදුවතුර,s u d̪ u ʋ ʌ t̪ u r ə
සුදුවතුරආර,s u d̪ u ʋ ʌ t̪ u r aː r ə
සුදුවත්,s u d̪ u ʋ ʌ t̪
සුදුවන්,s u d̪ u ʋ ʌ n̪
සුදුවන්නේත්,s u d̪ u ʋ ʌ n̪ n̪ eː t̪
සුදුවර,s u d̪ u ʋ ʌ r ə
සුදුවර්‍ණ,s u d̪ u ʋ ʌ r ‍ ɳ ə
සුදුවලා,s u d̪ u ʋ ʌ l
සුදුවලාකුළු,s u d̪ u ʋ ʌ l aː k u ɭ u
සුදුවැලි,s u d̪ u ʋ æ l i
සුදුවැලිකන්ද,s u d̪ u ʋ æ l i k ʌ n̪ d̪ ə
සුදුවැලිතලා,s u d̪ u ʋ æ l i t̪ ʌ l
සුදුවැල්ල,s u d̪ u ʋ æ l l ə
සුදුවැල්ලේ,s u d̪ u ʋ æ l l eː
සුදුවී,s u d̪ u ʋ iː
සුදුවීම,s u d̪ u ʋ iː m ə
සුදුවු,s u d̪ u ʋ u
සුදුවුණ,s u d̪ u ʋ u ɳ ə
සුදුවුණු,s u d̪ u ʋ u ɳ u
සුදුවුන,s u d̪ u ʋ u n̪ ə
සුදුවූ,s u d̪ u ʋ uː
සුදුවෙනව,s u d̪ u ʋ e n̪ ʌ ʋ ə
සුදුවෙයි,s u d̪ u ʋ e j i
සුදුවෙහි,s u d̪ u ʋ e h i
සුදුෂ්කර,s u d̪ u ʂ k ʌ r ə
සුදුස,s u d̪ u s ə
සුදුසය,s u d̪ u s ʌ j ə
සුදුසිංහ,s u d̪ u s i h ə
සුදුසුකමකි,s u d̪ u s u k ʌ m ʌ k i
සුදුසුකමක්,s u d̪ u s u k ʌ m ʌ k
සුදුසුකමට,s u d̪ u s u k ʌ m ʌ ʈ ə
සුදුසුකමත්,s u d̪ u s u k ʌ m ʌ t̪
සුදුසුකමයි,s u d̪ u s u k ʌ m ʌ j i
සුදුසුකම්කෙරෙහි,s u d̪ u s u k ʌ m k e r e h i
සුදුසුකම්ය,s u d̪ u s u k ʌ m j ə
සුදුසුකම්ලත්,s u d̪ u s u k ʌ m l ʌ t̪
සුදුසුකම්වල,s u d̪ u s u k ʌ m ʋ ʌ l ə
සුදුසුකම්වලට,s u d̪ u s u k ʌ m ʋ ʌ l ʌ ʈ ə
සුදුසුකම්වලින්,s u d̪ u s u k ʌ m ʋ ʌ l i n̪
සුදුසුකම්හි,s u d̪ u s u k ʌ m h i
සුදුසුකලැයි,s u d̪ u s u k ʌ l æ j i
සුදුසුකල්,s u d̪ u s u k ʌ l
සුදුසුකාරිය,s u d̪ u s u k aː r i j ə
සුදුසුතම,s u d̪ u s u t̪ ʌ m ə
සුදුසුද,s u d̪ u s u d̪ ə
සුදුසුදැයි,s u d̪ u s u d̪ æ j i
සුදුසුනම්,s u d̪ u s u n̪ ʌ m
සුදුසුපරිදි,s u d̪ u s u p ʌ r i d̪ i
සුදුසුබවට,s u d̪ u s u b ʌ ʋ ʌ ʈ ə
සුදුසුම,s u d̪ u s u m ə
සුදුසුමය,s u d̪ u s u m ʌ j ə
සුදුසුය,s u d̪ u s u j ə
සුදුසුයයි,s u d̪ u s u j ʌ j i
සුදුසුයැයි,s u d̪ u s u j æ j i
සුදුසුයි,s u d̪ u s u j i
සුදුසුව,s u d̪ u s u ʋ ə
සුදුසුවන,s u d̪ u s u ʋ ʌ n̪ ə
සුදුසුවනු,s u d̪ u s u ʋ ʌ n̪ u
සුදුසුවන්නේ,s u d̪ u s u ʋ ʌ n̪ n̪ eː
සුදුසුවන්නේල,s u d̪ u s u ʋ ʌ n̪ n̪ eː l ə
සුදුසුවා,s u d̪ u s u ʋ a
සුදුසුවීමෙහි,s u d̪ u s u ʋ iː m e h i
සුදුසුවු,s u d̪ u s u ʋ u
සුදුසුවූ,s u d̪ u s u ʋ uː
සුදුසුවූයේ,s u d̪ u s u ʋ uː j eː
සුදුසුවූවකුට,s u d̪ u s u ʋ uː ʋ ʌ k u ʈ ə
සුදුසුවූවාහුම,s u d̪ u s u ʋ uː ʋ a h u m ə
සුදුසුවෙයි,s u d̪ u s u ʋ e j i
සුදුසුවේ,s u d̪ u s u ʋ eː
සුදුසුවේද,s u d̪ u s u ʋ eː d̪ ə
සුදුසුසන්ට,s u d̪ u s u s ʌ n̪ ʈ ə
සුදුසුසේ,s u d̪ u s u s eː
සුදුසුස්සන්,s u d̪ u s u s s ʌ n̪
සුදුසුස්සා,s u d̪ u s u s s
සුදුසේසතක්,s u d̪ u s eː s ʌ t̪ ʌ k
සුදුස්,s u d̪ u s
සුදුස්ස,s u d̪ u s s ə
සුදුස්සකු,s u d̪ u s s ʌ k u
සුදුස්සකුට,s u d̪ u s s ʌ k u ʈ ə
සුදුස්සකුදැයි,s u d̪ u s s ʌ k u d̪ æ j i
සුදුස්සක්,s u d̪ u s s ʌ k
සුදුස්සන්,s u d̪ u s s ʌ n̪
සුදුස්සන්ගෙන්,s u d̪ u s s ʌ n̪ ɡ e n̪
සුදුස්සන්ගේ,s u d̪ u s s ʌ n̪ ɡ eː
සුදුස්සන්ට,s u d̪ u s s ʌ n̪ ʈ ə
සුදුස්සහ,s u d̪ u s s ʌ h ə
සුදුස්සහණී,s u d̪ u s s ʌ h ʌ ɳ iː
සුදුස්සා,s u d̪ u s s
සුදුස්සාට,s u d̪ u s s aː ʈ ə
සුදුස්සාය,s u d̪ u s s aː j ə
සුදුස්සෙකැයි,s u d̪ u s s e k æ j i
සුදුස්සෙකි,s u d̪ u s s e k i
සුදුස්සෙකු,s u d̪ u s s e k u
සුදුස්සෙක්,s u d̪ u s s e k
සුදුස්සෙක්ද,s u d̪ u s s e k d̪ ə
සුදුස්සෙක්දැයි,s u d̪ u s s e k d̪ æ j i
සුදුස්සෙක්ව,s u d̪ u s s e k ʋ ə
සුදුස්සෝ,s u d̪ u s s oː
සුදුස්සෝමයි,s u d̪ u s s oː m ʌ j i
සුදුස්සෝය,s u d̪ u s s oː j ə
සුදුස්සෝයයයි,s u d̪ u s s oː j ʌ j ʌ j i
සුදුස්සෝයි,s u d̪ u s s oː j i
සුදුහඳුන්,s u d̪ u h ʌ ඳ u n̪
සුදුහම,s u d̪ u h ʌ m ə
සුදුහීනැටි,s u d̪ u h iː n̪ æ ʈ i
සුදුහුණු,s u d̪ u h u ɳ u
සුදුහුනු,s u d̪ u h u n̪ u
සුදුහුම්පොළ,s u d̪ u h u m p o ɭ ə
සුදුළුණු,s u d̪ u ɭ u ɳ u
සුදුළූණු,s u d̪ u ɭ uː ɳ u
සුදුළූනු,s u d̪ u ɭ uː n̪ u
සුදුුසු,s u d̪ u u s u
සුදූ,s u d̪ uː
සුදූවැලි,s u d̪ uː ʋ æ l i
සුදූසු,s u d̪ uː s u
සුදූසුය,s u d̪ uː s u j ə
සුදූසුයයි,s u d̪ uː s u j ʌ j i
සුදෙධාදන,s u d̪ e d̪ʱ aː d̪ ʌ n̪ ə
සුදෙනා,s u d̪ e n̪
සුදෙනුත්,s u d̪ e n̪ u t̪
සුදෙන්,s u d̪ e n̪
සුදේ,s u d̪ eː
සුදේශිනි,s u d̪ eː ʃ i n̪ i
සුදේෂ,s u d̪ eː ʂ ə
සුදේහයන්,s u d̪ eː h ʌ j ʌ n̪
සුදේහයේ,s u d̪ eː h ʌ j eː
සුදේහයේබලමහිමය,s u d̪ eː h ʌ j eː b ʌ l ʌ m ʌ h i m ʌ j ə
සුදේහර,s u d̪ eː h ʌ r ə
සුදේහිනී,s u d̪ eː h i n̪ iː
සුදොවුන්,s u d̪ o ʋ u n̪
සුදෝ,s u d̪ oː
සුදෝසුදු,s u d̪ oː s u d̪ u
සුද්ගලයා,s u d̪ ɡ ʌ l ʌ j
සුද්ද,s u d̪ d̪ ə
සුද්දකර,s u d̪ d̪ ʌ k ʌ r ə
සුද්දකරල,s u d̪ d̪ ʌ k ʌ r ʌ l ə
සුද්දකරලා,s u d̪ d̪ ʌ k ʌ r ʌ l
සුද්දකිරීම,s u d̪ d̪ ʌ k i r iː m ə
සුද්දකු,s u d̪ d̪ ʌ k u
සුද්දකුගේ,s u d̪ d̪ ʌ k u ɡ eː
සුද්දකුට,s u d̪ d̪ ʌ k u ʈ ə
සුද්දගෙ,s u d̪ d̪ ʌ ɡ e
සුද්දගේ,s u d̪ d̪ ʌ ɡ eː
සුද්දට,s u d̪ d̪ ʌ ʈ ə
සුද්දත්,s u d̪ d̪ ʌ t̪
සුද්දත්චාරි,s u d̪ d̪ ʌ t̪ ʧ aː r i
සුද්දත්චාරී,s u d̪ d̪ ʌ t̪ ʧ aː r iː
සුද්දනා,s u d̪ d̪ ʌ n̪
සුද්දනුත්,s u d̪ d̪ ʌ n̪ u t̪
සුද්දන්,s u d̪ d̪ ʌ n̪
සුද්දන්ගෙ,s u d̪ d̪ ʌ n̪ ɡ e
සුද්දන්ගෙන්,s u d̪ d̪ ʌ n̪ ɡ e n̪
සුද්දන්ගේ,s u d̪ d̪ ʌ n̪ ɡ eː
සුද්දන්ගේත්,s u d̪ d̪ ʌ n̪ ɡ eː t̪
සුද්දන්ට,s u d̪ d̪ ʌ n̪ ʈ ə
සුද්දන්ටද,s u d̪ d̪ ʌ n̪ ʈ ʌ d̪ ə
සුද්දන්ටයි,s u d̪ d̪ ʌ n̪ ʈ ʌ j i
සුද්දන්ය,s u d̪ d̪ ʌ n̪ j ə
සුද්දප්පුගේ,s u d̪ d̪ ʌ p p u ɡ eː
සුද්දයක්,s u d̪ d̪ ʌ j ʌ k
සුද්දව,s u d̪ d̪ ʌ ʋ ə
සුද්දවන්තයින්,s u d̪ d̪ ʌ ʋ ʌ n̪ t̪ ʌ j i n̪
සුද්දාගෙන්,s u d̪ d̪ aː ɡ e n̪
සුද්දාගේ,s u d̪ d̪ aː ɡ eː
සුද්දාට,s u d̪ d̪ aː ʈ ə
සුද්දාවත්,s u d̪ d̪ aː ʋ ʌ t̪
සුද්දි,s u d̪ d̪ i
සුද්දිය,s u d̪ d̪ i j ə
සුද්දියක,s u d̪ d̪ i j ʌ k ə
සුද්දියක්,s u d̪ d̪ i j ʌ k
සුද්දියන්,s u d̪ d̪ i j ʌ n̪
සුද්දියන්ගේ,s u d̪ d̪ i j ʌ n̪ ɡ eː
සුද්දියො,s u d̪ d̪ i j o
සුද්දියොත්,s u d̪ d̪ i j o t̪
සුද්දිලාගේ,s u d̪ d̪ i l aː ɡ eː
සුද්දිවයි,s u d̪ d̪ i ʋ ʌ j i
සුද්දී,s u d̪ d̪ iː
සුද්දුන්ගෙන්,s u d̪ d̪ u n̪ ɡ e n̪
සුද්දෙකි,s u d̪ d̪ e k i
සුද්දෙකු,s u d̪ d̪ e k u
සුද්දෙකුටත්,s u d̪ d̪ e k u ʈ ʌ t̪
සුද්දෙක්,s u d̪ d̪ e k
සුද්දෙට,s u d̪ d̪ e ʈ ə
සුද්දෙන්ම,s u d̪ d̪ e n̪ m ə
සුද්දෙන්සාත්තු,s u d̪ d̪ e n̪ s aː t̪ t̪ u
සුද්දේ,s u d̪ d̪ eː
සුද්දො,s u d̪ d̪ o
සුද්දොත්,s u d̪ d̪ o t̪
සුද්දෝ,s u d̪ d̪ oː
සුද්දෝදන,s u d̪ d̪ oː d̪ ʌ n̪ ə
සුද්දෝධන,s u d̪ d̪ oː d̪ʱ ʌ n̪ ə
සුද්ධ,s u d̪ d̪ʱ ə
සුද්ධන්ත,s u d̪ d̪ʱ ʌ n̪ t̪ ə
සුද්ධය,s u d̪ d̪ʱ ʌ j ə
සුද්ධර්‍මාකර,s u d̪ d̪ʱ ʌ r ‍ m aː k ʌ r ə
සුද්ධවන්තයන්,s u d̪ d̪ʱ ʌ ʋ ʌ n̪ t̪ ʌ j ʌ n̪
සුද්ධවූ,s u d̪ d̪ʱ ʌ ʋ uː
සුද්ධවෙයි,s u d̪ d̪ʱ ʌ ʋ e j i
සුද්ධා,s u d̪ d̪ʱ
සුද්ධාවාස,s u d̪ d̪ʱ aː ʋ a s ə
සුද්ධි,s u d̪ d̪ʱ i
සුද්ධික,s u d̪ d̪ʱ i k ə
සුද්ධිය,s u d̪ d̪ʱ i j ə
සුද්ධියවී,s u d̪ d̪ʱ i j ʌ ʋ iː
සුද්ධියෙන්,s u d̪ d̪ʱ i j e n̪
සුද්ධූඒකල්ලක,s u d̪ d̪ʱ uː eː k ʌ l l ʌ k ə
සුද්ධොධන,s u d̪ d̪ʱ o d̪ʱ ʌ n̪ ə
සුද්ධෝදන,s u d̪ d̪ʱ oː d̪ ʌ n̪ ə
සුද්ධෝදනයන්,s u d̪ d̪ʱ oː d̪ ʌ n̪ ʌ j ʌ n̪
සුද්ධෝධන,s u d̪ d̪ʱ oː d̪ʱ ʌ n̪ ə
සුද්ධෝධනයන්ගේ,s u d̪ d̪ʱ oː d̪ʱ ʌ n̪ ʌ j ʌ n̪ ɡ eː
සුද්‍රාගාර,s u d̪ ‍ r aː ɡ aː r ə
සුද්වූ,s u d̪ ʋ uː
සුධ,s u d̪ʱ ə
සුධන,s u d̪ʱ ʌ n̪ ə
සුධනශ්‍රේෂ්ඨරි,s u d̪ʱ ʌ n̪ ʌ ʃ ‍ r eː ʂ ʈʰ ʌ r i
සුධමමත,s u d̪ʱ ʌ m ʌ m ʌ t̪ ə
සුධමමපුරවාසී,s u d̪ʱ ʌ m ʌ m ʌ p u r ʌ ʋ a s iː
සුධම්,s u d̪ʱ ʌ m
